uid,date,titre,type_vote,adopte,dossier_ref,nb_votants,pour,contre,abstention
VTANR5L17V1316,2025-04-08,l'amendement n° 33  de Mme Brocard à l'article premier de la proposition de loi visant à réformer le mode d'élection du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,192,24,153,15
VTANR5L17V1326,2025-04-09,l'article 4 de la proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,adopté,,128,96,24,8
VTANR5L17V1330,2025-04-09,l'ensemble de la proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,adopté,,253,183,53,17
VTANR5L17V1329,2025-04-09,l'article 6 de la proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,adopté,,128,59,15,54
VTANR5L17V1323,2025-04-09,l'article 2 de la proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,adopté,,137,104,24,9
VTANR5L17V1319,2025-04-09,l’ensemble de la proposition de loi visant à renforcer la stabilité économique et la compétitivité du secteur agroalimentaire (texte de la commission mixte paritaire).,scrutin public solennel,adopté,,496,284,169,43
VTANR5L17V1332,2025-04-09,l'amendement de suppression n° 1770 de Mme Stambach-Terrenoir à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,234,98,129,7
VTANR5L17V1325,2025-04-09,l'amendement de suppression n° 21 de M. Emmanuel Grégoire et les amendements identiques suivants à l'article 4 de la proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,128,23,97,8
VTANR5L17V1320,2025-04-09,l'amendement de suppression n° 19 de M. Emmanuel Grégoire et l'amendement identique suivant à l'article 1er bis de la proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,129,27,96,6
VTANR5L17V1328,2025-04-09,l'amendement de suppression n° 23 de M. Emmanuel Grégoire à l'article 6 de la proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,122,29,49,44
VTANR5L17V1322,2025-04-09,l'amendement de suppression n° 13 de Mme Runel et les amendements identiques suivants à l'article 2 de la proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,137,29,103,5
VTANR5L17V1324,2025-04-09,l'amendement de suppression n° 15 de M. Emmanuel Grégoire et les amendements identiques suivants à l'article 3 de la proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,136,25,102,9
VTANR5L17V1327,2025-04-09,l'article 5 de la proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,adopté,,132,55,19,58
VTANR5L17V1321,2025-04-09,l'article 1er bis de la proposition de loi visant à réformer le mode d'élection des membres du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,adopté,,130,97,27,6
VTANR5L17V1331,2025-04-09,"la motion de rejet préalable, déposée par Mme Cyrielle Chatelain, du projet de loi de simplification de la vie économique (première lecture).",scrutin public ordinaire,rejeté,,246,111,135,0
VTANR5L17V1337,2025-04-10,l'amendement n° 148 de M. Taupiac à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,adopté,,127,93,0,34
VTANR5L17V1367,2025-04-10,l'amendement n° 2103 de Mme Nosbé à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,78,36,42,0
VTANR5L17V1335,2025-04-10,l'amendement n° 1964 du Gouvernement et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,112,49,55,8
VTANR5L17V1354,2025-04-10,l'amendement n° 669 de M. Fournier à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,91,34,55,2
VTANR5L17V1371,2025-04-10,l'amendement n° 747 de M. Fournier et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,125,58,62,5
VTANR5L17V1349,2025-04-10,l'amendement n° 1197 de Mme Belluco à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,136,55,80,1
VTANR5L17V1374,2025-04-10,l'amendement n° 2138 de Mme Nosbé à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,134,43,81,10
VTANR5L17V1362,2025-04-10,l'amendement n° 2008 de Mme Nosbé et l'amendement identique suivant à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,115,53,62,0
VTANR5L17V1343,2025-04-10,l'amendement n° 1591 de M. Lejeune à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,137,53,83,1
VTANR5L17V1375,2025-04-10,l'amendement n° 1966 du Gouvernement à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,142,43,45,54
VTANR5L17V1355,2025-04-10,l'amendement n° 1200 de Mme Belluco et l'amendement identique suivant à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,95,37,57,1
VTANR5L17V1378,2025-04-10,l'amendement n° 898 de M. Renault après l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,130,39,91,0
VTANR5L17V1357,2025-04-10,l'amendement n° 331 de M. Tavernier et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,adopté,,114,65,47,2
VTANR5L17V1373,2025-04-10,l'amendement n° 2134 de Mme Nosbé à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,126,38,71,17
VTANR5L17V1356,2025-04-10,l'amendement n° 1899 de Mme Lejeune et l'amendement identique suivant à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,107,46,61,0
VTANR5L17V1368,2025-04-10,l'amendement n° 749 de M. Fournier et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,95,42,53,0
VTANR5L17V1336,2025-04-10,le sous-amendement n° 2640 de M. Naegelen à l'amendement n° 148 de M. Taupiac à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,adopté,,131,96,0,35
VTANR5L17V1372,2025-04-10,l'amendement n° 20 de Mme Blin et l'amendement identique suivant à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,113,29,80,4
VTANR5L17V1365,2025-04-10,l'amendement n° 2062 de Mme Lejeune et l'amendement identique suivant à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,107,41,65,1
VTANR5L17V1334,2025-04-10,l'amendement n° 1965 du Gouvernement et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,145,63,76,6
VTANR5L17V1358,2025-04-10,l'amendement n° 748 de M. Fournier et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,81,37,43,1
VTANR5L17V1379,2025-04-10,l'amendement n° 932 de M. Renault après l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,131,39,88,4
VTANR5L17V1366,2025-04-10,l'amendement n° 1968 du Gouvernement et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,adopté,,64,46,17,1
VTANR5L17V1346,2025-04-10,l'amendement n° 637 de M. Fournier et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,123,47,71,5
VTANR5L17V1352,2025-04-10,l'amendement n° 656 de M. Fournier et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,101,38,62,1
VTANR5L17V1339,2025-04-10,l'amendement n° 370 de Mme Panonacle et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,adopté,,134,89,43,2
VTANR5L17V1342,2025-04-10,l'amendement n° 1963 du Gouvernement à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,adopté,,147,99,48,0
VTANR5L17V1360,2025-04-10,l'amendement n° 1989 de Mme Lejeune et l'amendement identique suivant à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,102,48,51,3
VTANR5L17V1333,2025-04-10,l'article unique du projet de loi autorisant la ratification de la résolution LP.3 (4) portant amendement de l'article 6 du Protocole de Londres de 1966 à la Convention de 1972 sur la prévention de la pollution des mers résultant de l'immersion de déchets et autres matières (première lecture).,scrutin public ordinaire,rejeté,,136,49,55,32
VTANR5L17V1340,2025-04-10,l'amendement n° 2156 (rect.) de M. Leseul à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,160,71,87,2
VTANR5L17V1344,2025-04-10,l'amendement n° 1029 de M. Leseul et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,133,56,75,2
VTANR5L17V1348,2025-04-10,l'amendement n° 1030 de M. Leseul et l'amendement identique suivant à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,133,53,79,1
VTANR5L17V1347,2025-04-10,l'amendement n° 601 de M. Fournier et les amendements identiques suivants à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,adopté,,140,96,39,5
VTANR5L17V1364,2025-04-10,l'amendement n° 2017 de Mme Lejeune à l'article premier du projet de loi de simplification de la vie économique (première lecture).,scrutin public ordinaire,rejeté,,115,46,68,1
